# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "gene_counts.txt" "-T" "8" "-t" "exon" "-g" "gene_id" "-s" "2" "SRR10551657_1.fastqAligned.out.bam" "SRR10551658_1.fastqAligned.out.bam" "SRR10551659_1.fastqAligned.out.bam" "SRR10551660.fastqAligned.out.bam" "SRR10551661.fastqAligned.out.bam" "SRR10551662.fastqAligned.out.bam" "SRR10551663_1.fastqAligned.out.bam" "SRR10551664_1.fastqAligned.out.bam" "SRR10551665_1.fastqAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657_1.fastqAligned.out.bam	SRR10551658_1.fastqAligned.out.bam	SRR10551659_1.fastqAligned.out.bam	SRR10551660.fastqAligned.out.bam	SRR10551661.fastqAligned.out.bam	SRR10551662.fastqAligned.out.bam	SRR10551663_1.fastqAligned.out.bam	SRR10551664_1.fastqAligned.out.bam	SRR10551665_1.fastqAligned.out.bam
YBR069C	NC_001134.8	376574	378433	-	1860	10	14	18	41	35	32	18	14	12
YNCB0014W	NC_001134.8	376610	378633	+	2024	16	13	14	46	53	35	10	13	8
YBR070C	NC_001134.8	379221	379934	-	714	17	16	16	32	21	19	15	18	17
YBR071W	NC_001134.8	380411	381046	+	636	35	18	11	51	41	41	16	28	25
YBR072W	NC_001134.8	382030	382674	+	645	2208	1577	1875	2054	3644	891	123	179	102
YBR072C-A	NC_001134.8	382860	383021	-	162	13	6	8	3	5	2	2	6	3
YBR073W	NC_001134.8	383112	385988	+	2877	69	51	76	92	71	37	31	48	49
YBR074W	NC_001134.8	386286	389216	+	2931	50	30	20	123	62	69	88	109	117
YBR076W	NC_001134.8	390227	391291	+	1065	18	15	12	5	12	6	9	16	17
YBR077C	NC_001134.8	391805	392293	-	489	34	21	25	39	48	24	27	30	28
YBR078W	NC_001134.8;NC_001134.8	393123;393511	393180;394742	+;+	1290	270	172	197	568	269	322	338	356	309
YBR079C	NC_001134.8	395383	398277	-	2895	78	55	53	128	107	55	58	52	71
YBR080C	NC_001134.8	398614	400890	-	2277	37	32	40	122	74	75	93	99	132
YBR081C	NC_001134.8	401253	405251	-	3999	126	91	66	151	147	44	81	114	125
YNCB0015W	NC_001134.8	405878	405949	+	72	0	0	0	0	0	0	0	0	0
YNCB0016W	NC_001134.8	405960	406031	+	72	0	0	0	0	0	0	0	1	1
YBR082C	NC_001134.8;NC_001134.8	406628;407123	407027;407169	-;-	447	400	270	309	426	635	120	118	186	175
YBR083W	NC_001134.8	409169	410629	+	1461	36	28	30	19	20	6	14	15	17
YBR084W	NC_001134.8	411054	413981	+	2928	34	18	32	137	59	84	37	48	47
YBR084C-A	NC_001134.8;NC_001134.8	414186;415260	414753;415261	-;-	570	224	121	125	481	345	174	188	280	271
YBR085W	NC_001134.8	415983	416906	+	924	3	1	0	1	5	1	4	1	2
YBR085C-A	NC_001134.8	418907	419164	-	258	81	65	82	201	173	93	203	220	304
YBR086C	NC_001134.8	420201	423041	-	2841	253	163	192	171	126	129	170	228	202
YBR087W	NC_001134.8	423765	424829	+	1065	15	11	17	60	26	24	17	29	20
YBR088C	NC_001134.8	424990	425766	-	777	94	59	67	68	55	42	21	18	25
YBR089C-A	NC_001134.8	426190	426489	-	300	170	122	132	101	109	48	49	67	54
YBR090C	NC_001134.8;NC_001134.8	426333;426874	426516;427058	-;-	369	3	0	6	3	4	0	0	2	2
YBR091C	NC_001134.8	427155	427484	-	330	16	20	22	37	35	14	8	7	9
YBR092C	NC_001134.8	427698	429101	-	1404	11	4	1	13	8	4	9	6	12
YBR093C	NC_001134.8	429548	430951	-	1404	20	6	15	12	11	7	27	27	25
YBR094W	NC_001134.8	432036	434297	+	2262	38	24	22	67	32	23	41	40	44
YBR095C	NC_001134.8	434406	435698	-	1293	38	39	48	85	67	29	27	33	36
YBR096W	NC_001134.8	436021	436713	+	693	30	17	17	57	46	41	18	29	29
YBR097W	NC_001134.8	436951	441315	+	4365	54	20	27	109	69	58	91	105	101
YBR098W	NC_001134.8	441515	443590	+	2076	63	40	63	86	110	47	64	75	63
YBR101C	NC_001134.8	443821	444693	-	873	479	400	433	235	388	79	71	91	82
YBR102C	NC_001134.8	445062	447323	-	2262	26	20	18	46	31	21	37	30	50
YBR103W	NC_001134.8	447709	449316	+	1608	26	26	32	75	36	34	45	59	61
YBR104W	NC_001134.8	449667	450656	+	990	17	8	10	56	35	26	23	27	23
YBR105C	NC_001134.8	450881	451969	-	1089	170	120	163	86	81	53	104	110	116
YBR106W	NC_001134.8	452658	453224	+	567	161	128	106	427	338	237	158	243	206
YBR107C	NC_001134.8	453793	454530	-	738	5	5	8	30	26	23	17	27	29
YBR108W	NC_001134.8	454822	457665	+	2844	56	45	38	25	33	22	26	36	52
YBR109C	NC_001134.8	457919	458362	-	444	102	56	63	167	110	105	71	109	91
YBR110W	NC_001134.8	458872	460221	+	1350	33	15	18	65	34	29	31	32	31
YBR111C	NC_001134.8	461178	461873	-	696	159	116	144	170	157	86	185	209	229
YBR111W-A	NC_001134.8;NC_001134.8;NC_001134.8	462139;462290;462500	462209;462429;462579	+;+;+	291	22	7	12	36	29	5	13	20	23
YBR112C	NC_001134.8	462870	465770	-	2901	181	139	143	64	83	17	38	58	53
YBR114W	NC_001134.8	467248	469620	+	2373	152	108	144	73	69	29	67	68	75
YBR115C	NC_001134.8	469748	473926	-	4179	122	86	113	224	138	182	180	185	197
YBR117C	NC_001134.8	474392	476437	-	2046	355	216	282	13	18	9	41	61	40
YBR118W	NC_001134.8	477671	479047	+	1377	203	238	359	148	101	83	81	76	99
YBR119W	NC_001134.8;NC_001134.8	479338;479435	479345;480323	+;+	897	46	45	42	34	57	10	29	39	28
YBR120C	NC_001134.8	480435	480923	-	489	128	75	104	74	98	15	46	47	47
YBR121C	NC_001134.8	481364	483367	-	2004	204	114	135	263	230	162	156	157	155
YBR122C	NC_001134.8	483970	484503	-	534	136	105	97	122	140	70	73	68	68
YBR123C	NC_001134.8	484742	486691	-	1950	48	43	27	33	38	18	29	38	34
YBR125C	NC_001134.8	487199	488380	-	1182	24	21	14	51	38	53	19	26	20
YBR126C	NC_001134.8	488905	490392	-	1488	507	361	365	238	232	148	344	381	360
YBR126W-A	NC_001134.8	490850	491056	+	207	69	69	74	56	60	18	23	49	54
YBR127C	NC_001134.8	491269	492822	-	1554	227	152	171	600	324	442	506	552	571
YBR128C	NC_001134.8	493081	494115	-	1035	32	24	26	25	23	6	27	38	29
YBR129C	NC_001134.8	494353	495339	-	987	28	32	29	43	47	32	35	48	42
YBR130C	NC_001134.8	495592	496869	-	1278	46	22	25	42	44	8	14	23	22
YBR131W	NC_001134.8	497163	499277	+	2115	12	15	11	21	15	16	33	27	29
YBR132C	NC_001134.8	499652	501442	-	1791	33	27	20	58	43	43	59	65	76
YBR133C	NC_001134.8	501804	504287	-	2484	45	29	28	71	60	55	56	62	50
YBR135W	NC_001134.8	504854	505306	+	453	19	13	28	11	27	8	14	13	13
YBR136W	NC_001134.8	505668	512774	+	7107	26	33	27	103	63	58	102	107	129
YBR137W	NC_001134.8	513044	513583	+	540	34	25	29	30	32	24	55	62	62
YBR138C	NC_001134.8	513762	515336	-	1575	39	22	21	26	14	19	33	46	36
YBR139W	NC_001134.8	515664	517190	+	1527	270	193	218	189	122	155	299	351	326
YBR140C	NC_001134.8	517350	526628	-	9279	340	250	254	448	291	272	711	762	714
YBR141C	NC_001134.8	527025	528038	-	1014	4	9	5	15	7	4	9	5	12
YBR142W	NC_001134.8	528317	530638	+	2322	44	26	27	69	59	17	24	36	29
YBR143C	NC_001134.8	530869	532182	-	1314	77	48	46	232	106	101	112	112	121
YBR144C	NC_001134.8	533235	533549	-	315	0	0	0	2	1	0	1	1	2
YBR145W	NC_001134.8	533762	534817	+	1056	43	35	38	83	98	51	101	102	90
YBR146W	NC_001134.8	535260	536096	+	837	80	46	68	155	127	62	62	78	64
YBR147W	NC_001134.8	536575	537465	+	891	118	89	138	121	82	55	108	118	113
YBR148W	NC_001134.8	537876	539705	+	1830	167	128	133	37	68	6	40	60	66
YBR149W	NC_001134.8	539987	541021	+	1035	209	158	148	308	233	190	246	294	238
YBR150C	NC_001134.8	541209	544493	-	3285	44	38	40	48	59	21	75	73	72
YBR151W	NC_001134.8	545028	545978	+	951	137	66	95	146	102	77	128	181	145
YBR152W	NC_001134.8	546376	547251	+	876	23	19	11	14	18	3	5	6	12
YBR153W	NC_001134.8	547460	548194	+	735	6	7	3	22	29	12	16	20	15
YBR154C	NC_001134.8	548362	549009	-	648	28	25	15	58	50	18	14	20	21
YBR155W	NC_001134.8	549771	550928	+	1158	40	23	30	46	54	9	13	24	28
YBR156C	NC_001134.8	551104	553200	-	2097	35	17	25	21	23	5	9	12	14
YBR157C	NC_001134.8	553543	554310	-	768	18	11	8	1	10	1	16	13	11
YBR158W	NC_001134.8	556549	558198	+	1650	40	25	28	58	41	24	8	10	5
YBR159W	NC_001134.8	558685	559728	+	1044	55	34	50	190	156	101	85	112	98
YBR160W	NC_001134.8	560078	560974	+	897	19	12	8	31	28	14	12	23	11
YBR161W	NC_001134.8	561634	562764	+	1131	37	26	34	74	45	25	39	57	35
YBR162C	NC_001134.8	563203	564570	-	1368	163	109	114	393	163	222	48	37	43
YBR162W-A	NC_001134.8	565231	565428	+	198	131	98	86	66	107	29	20	39	40
YBR163W	NC_001134.8	565723	567480	+	1758	24	18	18	67	45	37	46	71	73
YBR164C	NC_001134.8	567875	568426	-	552	36	30	28	82	74	25	29	38	32
YBR165W	NC_001134.8	568852	569685	+	834	24	10	17	42	34	22	19	23	30
YBR166C	NC_001134.8	569842	571200	-	1359	24	20	18	85	38	32	36	40	53
YBR167C	NC_001134.8	571468	571890	-	423	6	11	13	22	17	3	12	20	22
YBR168W	NC_001134.8	572371	573612	+	1242	16	8	9	34	28	8	31	24	20
YBR169C	NC_001134.8	573915	575996	-	2082	878	687	788	242	316	114	300	356	340
YBR170C	NC_001134.8	576344	578086	-	1743	29	15	11	104	58	59	69	59	70
YBR171W	NC_001134.8	578364	578984	+	621	16	9	19	34	29	7	13	14	14
YBR172C	NC_001134.8	579150	581372	-	2223	116	74	69	75	144	33	38	44	68
YBR173C	NC_001134.8	581726	582172	-	447	149	103	148	215	149	75	50	63	70
YBR175W	NC_001134.8	582408	583355	+	948	9	11	8	27	24	14	15	20	15
YBR176W	NC_001134.8	583720	584658	+	939	21	11	12	32	47	27	21	32	25
YBR177C	NC_001134.8	584807	586162	-	1356	155	140	150	102	100	57	111	124	115
YBR179C	NC_001134.8	586547	589114	-	2568	142	94	96	149	131	35	124	131	128
YBR180W	NC_001134.8	589741	591459	+	1719	22	13	11	6	8	4	2	1	9
YBR181C	NC_001134.8;NC_001134.8	591712;592769	592416;592774	-;-	711	85	70	91	263	135	149	68	112	82
YBR182C	NC_001134.8	593506	594864	-	1359	19	9	14	65	60	66	44	49	45
YBR182C-A	NC_001134.8	595361	595555	-	195	3	1	1	1	3	2	7	4	6
YBR183W	NC_001134.8	596115	597065	+	951	135	84	119	69	88	55	152	159	153
YBR184W	NC_001134.8	597363	598934	+	1572	7	4	6	3	9	3	3	3	4
YBR185C	NC_001134.8	599123	599959	-	837	62	36	36	110	67	71	21	29	28
YBR186W	NC_001134.8;NC_001134.8	600553;602217	602103;602360	+;+	1695	12	9	15	14	36	10	31	27	30
YBR187W	NC_001134.8	602634	603476	+	843	21	16	19	63	38	33	42	34	37
YBR188C	NC_001134.8	603685	604107	-	423	27	7	11	23	44	7	19	12	18
YBR189W	NC_001134.8;NC_001134.8	604508;604928	604514;605508	+;+	588	248	140	133	411	268	239	88	115	96
YBR191W	NC_001134.8;NC_001134.8	606270;606669	606280;607140	+;+	483	154	113	105	350	200	169	127	125	124
YBR192W	NC_001134.8	607652	608785	+	1134	17	23	14	53	50	23	32	47	39
YBR193C	NC_001134.8	609082	609753	-	672	21	11	6	39	29	12	18	32	19
YBR194W	NC_001134.8	610038	610409	+	372	6	3	6	5	10	3	6	4	6
YBR195C	NC_001134.8	610614	611882	-	1269	12	15	4	27	21	19	25	30	24
YBR196C	NC_001134.8	612236	613900	-	1665	424	272	313	558	445	343	1165	1282	1129
YBR196C-A	NC_001134.8	614024	614173	-	150	3	2	0	3	3	3	4	2	1
YBR196C-B	NC_001134.8	614526	614630	-	105	2	2	1	4	1	1	4	5	2
YBR197C	NC_001134.8	615203	615856	-	654	3	3	1	6	5	6	4	16	9
YBR198C	NC_001134.8	616127	618523	-	2397	97	80	47	45	72	31	47	58	61
YBR199W	NC_001134.8	618909	620303	+	1395	86	71	78	227	132	121	147	166	179
YBR200W	NC_001134.8	620872	622527	+	1656	33	17	25	75	50	30	40	59	53
YBR200W-A	NC_001134.8	622983	623147	+	165	4	2	1	6	6	4	4	7	4
YBR201W	NC_001134.8	623576	624211	+	636	25	14	24	39	57	12	24	15	30
YBR201C-A	NC_001134.8	624493	624696	-	204	244	174	169	76	89	26	64	98	89
YBR202W	NC_001134.8	625772	628309	+	2538	21	14	26	64	41	43	38	43	34
YBR203W	NC_001134.8	629168	631942	+	2775	97	78	81	202	132	125	283	312	289
YBR204C	NC_001134.8	632254	633381	-	1128	17	8	17	31	27	12	28	28	37
YBR205W	NC_001134.8	633622	634836	+	1215	38	31	27	65	46	42	55	47	39
YBR207W	NC_001134.8	635146	636543	+	1398	72	34	42	85	49	43	49	57	48
YBR208C	NC_001134.8	636703	642210	-	5508	124	71	73	378	197	304	889	903	879
YBR209W	NC_001134.8	642583	642900	+	318	6	9	6	6	5	4	1	0	0
YNCB0017C	NC_001134.8	643007	643078	-	72	0	0	0	0	0	0	1	0	0
YNCB0018W	NC_001134.8	645167	645238	+	72	0	0	0	0	0	0	0	0	0
YBR210W	NC_001134.8	645550	645978	+	429	20	15	13	57	32	21	20	24	22
YBR211C	NC_001134.8	646158	647132	-	975	13	16	14	31	23	12	13	10	21
YBR212W	NC_001134.8	647886	649904	+	2019	18	9	22	34	29	17	55	50	56
YBR213W	NC_001134.8	650368	651192	+	825	8	4	9	7	3	7	1	6	7
YBR214W	NC_001134.8	651415	652998	+	1584	205	157	170	70	74	47	88	69	92
YBR215W	NC_001134.8;NC_001134.8	653356;653453	653368;655317	+;+	1878	68	37	33	56	69	18	48	48	61
YBR216C	NC_001134.8	655576	657600	-	2025	32	20	10	69	48	49	67	68	56
YBR217W	NC_001134.8	657832	658392	+	561	8	2	6	12	13	4	9	7	8
YBR218C	NC_001134.8	658707	662249	-	3543	223	195	246	101	121	82	94	93	95
YBR219C	NC_001134.8;NC_001134.8	662499;663003	662581;663303	-;-	384	1	1	0	0	0	0	0	0	0
YBR220C	NC_001134.8	662995	664677	-	1683	11	2	5	14	16	11	16	18	22
YBR221C	NC_001134.8	665153	666253	-	1101	115	58	93	413	216	230	194	219	186
YBR221W-A	NC_001134.8	666538	666642	+	105	7	4	3	2	1	0	4	4	3
YBR222C	NC_001134.8	666720	668351	-	1632	141	86	88	222	161	153	228	223	205
YBR223C	NC_001134.8	668663	670297	-	1635	7	4	9	13	2	6	10	19	10
YBR225W	NC_001134.8	670627	673329	+	2703	42	35	29	58	29	28	70	76	81
YBR227C	NC_001134.8	673572	675134	-	1563	52	24	31	70	67	22	44	54	46
YBR228W	NC_001134.8	675313	676227	+	915	12	12	7	23	26	5	20	34	32
YBR229C	NC_001134.8	676357	679221	-	2865	67	44	52	108	61	57	71	113	97
YBR230C	NC_001134.8;NC_001134.8	679549;680040	679942;680050	-;-	405	433	287	427	378	389	179	233	265	234
YBR230W-A	NC_001134.8	680362	680562	+	201	236	193	245	77	147	40	23	34	48
YNCB0019C	NC_001134.8	680688	681862	-	1175	6377	5229	6234	5436	6694	8479	6542	7210	8954
YBR231C	NC_001134.8	682179	683090	-	912	27	18	21	22	17	9	18	33	23
YBR233W	NC_001134.8	683428	684669	+	1242	12	16	8	22	27	9	16	14	19
YBR233W-A	NC_001134.8	684977	685261	+	285	4	4	8	11	17	3	2	6	5
YBR234C	NC_001134.8	685438	686592	-	1155	104	64	78	133	90	79	105	115	128
YBR235W	NC_001134.8	686901	690263	+	3363	89	60	62	131	111	93	263	321	302
YBR236C	NC_001134.8	690383	691693	-	1311	18	13	14	43	20	20	18	22	25
YBR237W	NC_001134.8	691969	694518	+	2550	75	44	52	83	89	31	58	70	82
YBR238C	NC_001134.8	695107	697302	-	2196	22	17	20	36	16	13	67	67	80
YBR239C	NC_001134.8	698354	699943	-	1590	38	20	26	48	50	16	60	69	71
YBR240C	NC_001134.8	700490	701842	-	1353	11	19	20	6	13	4	30	37	36
YBR241C	NC_001134.8	702589	704055	-	1467	58	35	53	42	32	45	76	73	64
YBR242W	NC_001134.8	704670	705386	+	717	20	16	9	36	34	15	47	58	64
YBR243C	NC_001134.8	705447	706793	-	1347	10	12	8	26	24	11	24	24	18
YBR244W	NC_001134.8	707528	708016	+	489	7	2	3	3	6	5	6	12	7
YBR245C	NC_001134.8	708150	711539	-	3390	93	71	69	106	121	38	55	66	69
YBR246W	NC_001134.8	711591	712754	+	1164	3	10	6	25	21	20	11	14	13
YBR247C	NC_001134.8	713004	714455	-	1452	23	11	7	33	16	12	18	24	21
YBR248C	NC_001134.8	714807	716465	-	1659	44	24	20	81	50	51	34	44	19
YBR249C	NC_001134.8	716882	717994	-	1113	109	54	67	139	96	88	56	61	58
YBR250W	NC_001134.8	719033	720604	+	1572	8	9	5	2	3	2	2	2	2
YBR251W	NC_001134.8	721390	722313	+	924	34	29	27	42	54	21	16	26	30
YBR252W	NC_001134.8	722611	723054	+	444	18	13	13	22	17	16	8	7	10
YBR253W	NC_001134.8	723270	723635	+	366	44	29	33	43	52	16	11	21	22
YBR254C	NC_001134.8	723736	724263	-	528	16	8	6	32	27	21	17	18	20
YBR255W	NC_001134.8	724456	726540	+	2085	52	31	35	52	61	12	76	119	121
YBR255C-A	NC_001134.8;NC_001134.8	726618;727012	726917;727074	-;-	363	60	35	44	69	64	27	38	49	39
YBR256C	NC_001134.8	727386	728102	-	717	241	173	242	196	204	66	60	58	70
YBR257W	NC_001134.8	728885	729724	+	840	42	23	22	16	40	10	17	24	17
YBR258C	NC_001134.8	729734	730162	-	429	18	7	9	11	9	4	8	7	6
YBR259W	NC_001134.8	730387	732453	+	2067	10	10	7	43	24	10	23	30	25
YBR260C	NC_001134.8	732639	734639	-	2001	40	35	33	38	37	24	40	38	44
YBR261C	NC_001134.8	734832	735530	-	699	21	11	12	34	13	17	12	21	13
YBR262C	NC_001134.8	735720	736040	-	321	74	69	71	95	119	51	31	43	49
YBR263W	NC_001134.8	736264	737736	+	1473	91	53	74	208	135	116	109	121	134
YBR264C	NC_001134.8	737770	738369	-	600	19	14	18	21	19	1	22	20	26
YBR265W	NC_001134.8	738582	739544	+	963	12	11	14	28	18	19	29	30	26
YBR267W	NC_001134.8	739841	741022	+	1182	46	22	29	42	51	25	22	27	32
YBR266C	NC_001134.8	739936	740388	-	453	28	14	30	13	25	15	18	11	8
YBR268W	NC_001134.8	741299	741616	+	318	79	49	46	65	70	37	17	39	31
YBR269C	NC_001134.8	742160	742576	-	417	92	109	96	51	64	50	26	43	30
YBR270C	NC_001134.8	742761	744398	-	1638	23	11	15	29	21	16	29	30	39
YBR271W	NC_001134.8	744852	746111	+	1260	13	11	11	35	32	18	16	22	11
YBR272C	NC_001134.8	746361	747803	-	1443	23	13	16	43	23	15	30	52	35
YBR273C	NC_001134.8	748061	749371	-	1311	78	42	50	75	81	40	61	85	70
YBR274W	NC_001134.8	749594	751177	+	1584	22	20	16	30	23	19	25	33	37
YBR275C	NC_001134.8	751356	757106	-	5751	57	37	33	64	62	24	45	67	61
YBR276C	NC_001134.8	757620	760043	-	2424	77	47	49	146	102	70	79	93	124
YBR278W	NC_001134.8	760294	760899	+	606	38	19	26	58	54	27	37	40	44
YBR279W	NC_001134.8	761257	762594	+	1338	111	84	127	81	146	16	24	38	43
YBR280C	NC_001134.8	762784	764697	-	1914	29	23	21	28	18	30	38	47	31
YBR281C	NC_001134.8	764970	767606	-	2637	21	17	14	81	29	49	39	38	37
YBR282W	NC_001134.8	768240	768680	+	441	47	34	45	51	61	11	15	31	37
YBR283C	NC_001134.8	768943	770415	-	1473	94	76	82	163	130	94	116	103	79
YBR284W	NC_001134.8	771239	773632	+	2394	69	44	64	37	37	22	46	30	41
YBR285W	NC_001134.8	773922	774356	+	435	32	24	25	27	43	9	19	32	29
YBR286W	NC_001134.8	774700	776313	+	1614	1097	890	1025	368	367	229	420	507	446
YBR287W	NC_001134.8	776571	777854	+	1284	176	163	182	277	194	244	308	346	319
YBR288C	NC_001134.8	778012	779463	-	1452	26	16	24	48	36	25	24	26	33
YBR289W	NC_001134.8	779667	782384	+	2718	46	32	27	43	46	30	39	59	50
YBR290W	NC_001134.8	782591	783556	+	966	156	109	102	121	133	24	49	74	92
YBR291C	NC_001134.8	783673	784572	-	900	18	9	8	25	16	16	14	18	19
YBR292C	NC_001134.8	784702	785073	-	372	12	7	15	3	13	4	6	5	3
YBR293W	NC_001134.8	787006	788430	+	1425	9	8	6	30	30	16	20	15	20
YBR294W	NC_001134.8	789235	791814	+	2580	42	30	39	226	175	171	46	59	45
YBR295W	NC_001134.8	792849	796499	+	3651	28	28	24	93	53	54	106	118	122
YBR296C	NC_001134.8	796798	798522	-	1725	2	0	2	7	2	3	0	0	0
YBR296C-A	NC_001134.8	800123	800242	-	120	0	0	0	1	2	0	0	0	0
YBR297W	NC_001134.8	800523	801929	+	1407	53	30	30	79	87	49	23	33	37
YBR298C	NC_001134.8	802631	804475	-	1845	214	136	205	122	125	63	77	85	57
YBR298C-A	NC_001134.8	805035	805256	-	222	0	1	0	1	0	4	1	0	1
YBR299W	NC_001134.8	805351	807105	+	1755	4	5	5	12	11	7	1	1	0
YBR301W	NC_001134.8	809057	809419	+	363	0	1	1	0	1	0	0	0	0
YBR302C	NC_001134.8	810340	811479	-	1140	0	0	0	0	0	0	0	0	0
YCL075W	NC_001135.5	2126	2566	+	441	1	0	0	3	0	4	4	14	10
YCL074W	NC_001135.5	2824	3750	+	927	4	1	3	8	14	4	33	22	32
YCL073C	NC_001135.5	6479	8326	-	1848	2	1	3	0	2	1	3	0	1
YCL069W	NC_001135.5	9706	11082	+	1377	0	2	2	6	4	2	5	10	4
YCL068C	NC_001135.5	11503	12285	-	783	0	0	0	0	0	0	0	0	0
YCL067C	NC_001135.5	12386	13018	-	633	0	2	0	0	0	0	0	0	0
YCL066W	NC_001135.5	13282	13809	+	528	0	1	0	0	0	0	0	0	0
YCL064C	NC_001135.5	15798	16880	-	1083	12	7	11	57	37	36	113	130	119
YCL063W	NC_001135.5	17290	18561	+	1272	8	6	2	18	10	8	2	3	12
YCL061C	NC_001135.5	18816	22106	-	3291	44	33	23	57	77	10	28	35	46
YCL059C	NC_001135.5	22429	23379	-	951	41	27	35	76	87	22	55	65	76
YCL058C	NC_001135.5	23523	23981	-	459	250	164	177	79	173	38	73	86	72
YCL058W-A	NC_001135.5	23584	23925	+	342	64	49	36	32	60	7	26	49	49
YCL057C-A	NC_001135.5	24032	24325	-	294	483	321	374	287	371	130	126	168	149
YCL057W	NC_001135.5	24768	26906	+	2139	72	34	56	121	69	62	79	93	75
YCL056C	NC_001135.5	26925	27359	-	435	34	20	24	32	28	6	24	25	40
YCL055W	NC_001135.5	27929	28936	+	1008	8	11	3	17	15	7	10	17	17
YCL054W-A	NC_001135.5	30910	30996	+	87	0	0	1	0	1	0	0	0	0
YCL054W	NC_001135.5	31449	33974	+	2526	46	33	34	44	62	17	26	31	35
YCL052C	NC_001135.5	34143	35393	-	1251	49	28	27	82	71	49	104	112	121
YCL051W	NC_001135.5	35865	37616	+	1752	44	31	34	39	36	18	49	54	51
YCL050C	NC_001135.5	37836	38801	-	966	97	73	85	153	169	67	112	102	95
YCL049C	NC_001135.5	39786	40724	-	939	16	22	18	44	40	26	77	58	65
YCL048W-A	NC_001135.5	41488	41727	+	240	2	1	1	2	8	2	27	22	26
YCL048W	NC_001135.5	42165	43556	+	1392	2	1	2	5	1	1	5	7	10
YCL047C	NC_001135.5	43661	44437	-	777	6	5	7	11	13	11	19	15	24
YCL045C	NC_001135.5	44623	46905	-	2283	45	25	34	128	71	66	96	118	128
YCL044C	NC_001135.5	47111	48364	-	1254	12	6	9	24	9	13	10	9	10
YCL043C	NC_001135.5	48653	50221	-	1569	285	231	245	448	393	278	156	180	146
YCL042W	NC_001135.5	50584	50943	+	360	6	5	5	3	3	1	0	1	0
YCL040W	NC_001135.5	50838	52340	+	1503	228	201	243	299	299	220	382	443	360
YCL039W	NC_001135.5	52645	54882	+	2238	32	32	30	14	25	17	43	50	46
YCL038C	NC_001135.5	54941	56527	-	1587	32	22	37	103	48	60	167	165	125
YCL037C	NC_001135.5	57374	58678	-	1305	19	8	10	31	23	12	22	15	28
YCL036W	NC_001135.5	59026	60726	+	1701	4	5	6	22	8	10	19	31	28
YCL035C	NC_001135.5	60841	61173	-	333	605	439	492	242	315	126	98	166	181
YCL034W	NC_001135.5	61658	62722	+	1065	47	31	46	60	50	35	81	102	99
YCL033C	NC_001135.5	62776	63282	-	507	17	14	19	23	32	30	45	56	46
YCL032W	NC_001135.5	63441	64481	+	1041	9	12	16	29	13	14	28	39	43
YCL031C	NC_001135.5	64675	65568	-	894	30	20	20	30	50	8	14	31	41
YCL030C	NC_001135.5	65934	68333	-	2400	94	87	83	118	130	67	84	100	83
YCL029C	NC_001135.5	68599	69921	-	1323	12	6	4	20	17	5	10	16	13
YCL028W	NC_001135.5	70150	71367	+	1218	31	33	19	64	68	36	40	43	44
YCL027W	NC_001135.5	71803	73341	+	1539	9	9	2	10	12	3	7	5	17
YCL026C-B	NC_001135.5	73405	73986	-	582	33	17	19	58	41	29	19	15	15
YCL026C-A	NC_001135.5	74704	75285	-	582	1	2	2	11	13	12	1	0	0
YCL025C	NC_001135.5	76018	77919	-	1902	201	122	115	1292	654	1046	100	84	69
YCL024W	NC_001135.5	79162	82275	+	3114	64	41	43	90	98	23	48	48	43
YNCC0001C	NC_001135.5	82462	82533	-	72	0	0	0	0	0	0	0	0	0
YCL021W-A	NC_001135.5	83620	83997	+	378	3	2	1	4	5	3	3	8	8
YCL019W	NC_001135.5	85102	90415	+	5314	0	0	0	0	0	0	0	0	0
YCL020W	NC_001135.5	85102	86418	+	1317	0	0	0	0	0	0	0	0	0
YNCC0002W	NC_001135.5;NC_001135.5	90859;90929	90896;90972	+;+	82	0	0	0	0	0	0	0	0	0
YCL018W	NC_001135.5	91324	92418	+	1095	48	26	28	121	79	94	385	388	310
YCL017C	NC_001135.5	92777	94270	-	1494	83	50	60	190	119	139	184	196	196
YCL016C	NC_001135.5	94621	95763	-	1143	5	4	2	15	15	9	14	27	20
YCL014W	NC_001135.5	96281	101191	+	4911	60	33	31	63	48	32	62	78	79
YCL012C	NC_001135.5;NC_001135.5	101317;101701	101633;101788	-;-	405	50	49	59	25	25	11	43	45	41
YCL011C	NC_001135.5	102075	103358	-	1284	70	44	54	65	62	30	76	90	74
YCL010C	NC_001135.5	103571	104350	-	780	13	16	6	14	15	14	15	21	15
YCL009C	NC_001135.5	104619	105548	-	930	63	47	63	35	28	37	23	22	20
YCL008C	NC_001135.5	105696	106853	-	1158	13	4	7	7	8	6	12	6	5
YCL005W-A	NC_001135.5;NC_001135.5;NC_001135.5	107023;107111;107288	107033;107191;107417	+;+;+	222	99	70	57	46	50	16	40	54	52
YNCC0003C	NC_001135.5	107504	107712	-	209	35	57	49	70	72	83	40	38	34
YCL005W	NC_001135.5	108021	108791	+	771	5	5	9	15	8	10	16	22	16
YCL004W	NC_001135.5	109105	110670	+	1566	22	14	11	30	19	16	34	28	37
